id,daireKurul,esasNo,kararNo,kararTarihi
1078060900,7. Daire,2024/716,2024/2418,09.05.2024
1078060600,7. Daire,2023/320,2024/2417,09.05.2024
1079975900,8. Daire,2022/4689,2024/2779,09.05.2024
1082103400,7. Daire,2023/575,2024/2431,09.05.2024
1082165900,7. Daire,2023/3449,2024/2421,09.05.2024
1082166000,7. Daire,2022/3161,2024/2426,09.05.2024
1082165800,7. Daire,2024/1167,2024/2419,09.05.2024
1082166200,7. Daire,2023/2420,2024/2420,09.05.2024
1082166100,7. Daire,2023/1506,2024/2428,09.05.2024
1082103200,7. Daire,2024/1521,2024/2452,09.05.2024
1079480500,7. Daire,2023/2367,2024/2447,09.05.2024
1080323400,7. Daire,2024/1286,2024/2453,09.05.2024
1080406900,8. Daire,2023/2379,2024/2750,09.05.2024
1080691600,8. Daire,2020/2339,2024/2711,09.05.2024
1080695100,8. Daire,2020/1087,2024/2710,09.05.2024
1080694800,8. Daire,2023/2846,2024/2786,09.05.2024
1080695000,8. Daire,2021/357,2024/2726,09.05.2024
1080694900,8. Daire,2020/4857,2024/2712,09.05.2024
1080728700,8. Daire,2021/1955,2024/2751,09.05.2024
1080728900,8. Daire,2021/1247,2024/2754,09.05.2024
1080729000,8. Daire,2020/7473,2024/2714,09.05.2024
1080728800,8. Daire,2024/2337,2024/2708,09.05.2024
1080729200,8. Daire,2021/6841,2024/2728,09.05.2024
1080729100,8. Daire,2024/1892,2024/2773,09.05.2024
1080430100,8. Daire,2022/2773,2024/2752,09.05.2024
1080694700,8. Daire,2021/5697,2024/2724,09.05.2024
1080724900,8. Daire,2022/4065,2024/2771,09.05.2024
1080728300,8. Daire,2024/1854,2024/2770,09.05.2024
1080728500,8. Daire,2021/4302,2024/2753,09.05.2024
1080728400,8. Daire,2024/2336,2024/2755,09.05.2024
1080691100,8. Daire,2021/1345,2024/2785,09.05.2024
1080691200,8. Daire,2020/331,2024/2704,09.05.2024
1080690900,8. Daire,2021/1248,2024/2719,09.05.2024
1080691000,8. Daire,2021/3422,2024/2725,09.05.2024
1080691400,8. Daire,2020/7850,2024/2713,09.05.2024
1080764200,8. Daire,2023/6350,2024/2756,09.05.2024
1086499800,3. Daire,2023/6285,2024/2833,09.05.2024
1086179700,3. Daire,2023/10815,2024/2807,09.05.2024
1086225700,13. Daire,2024/1248,2024/2097,09.05.2024
1086178700,3. Daire,2023/459,2024/2844,09.05.2024
1086179400,3. Daire,2023/4797,2024/2810,09.05.2024
1086178900,3. Daire,2023/5519,2024/2803,09.05.2024
1086178600,3. Daire,2023/5818,2024/2804,09.05.2024
1086179500,3. Daire,2023/4418,2024/2811,09.05.2024
1086921000,2. Daire,2023/4797,2024/2812,09.05.2024
1086920900,2. Daire,2023/5015,2024/2811,09.05.2024
1087536600,12. Daire,2021/2936,2024/2347,09.05.2024
1082594100,9. Daire,2023/5442,2024/2533,09.05.2024
1085224000,2. Daire,2021/18669,2024/2808,09.05.2024
1085086700,2. Daire,2021/6755,2024/2806,09.05.2024
1085079000,9. Daire,2024/901,2024/2548,09.05.2024
1085572800,2. Daire,2020/2343,2024/2797,09.05.2024
1085566600,4. Daire,2023/11495,2024/2931,09.05.2024
1085566700,4. Daire,2023/11402,2024/2885,09.05.2024
1085566800,4. Daire,2024/423,2024/2877,09.05.2024
1085741100,2. Daire,2023/3807,2024/2810,09.05.2024
1088029800,12. Daire,2021/5046,2024/2348,09.05.2024
1087699900,12. Daire,2020/3060,2024/2301,09.05.2024
1088030100,12. Daire,2021/8293,2024/2346,09.05.2024
1087696800,3. Daire,2023/4130,2024/2847,09.05.2024
1087697100,3. Daire,2023/4243,2024/2848,09.05.2024
1088375100,12. Daire,2023/904,2024/2332,09.05.2024
1088374700,4. Daire,2023/11403,2024/2887,09.05.2024
1089387200,2. Daire,2021/18674,2024/2805,09.05.2024
1089125400,12. Daire,2018/2423,2024/2328,09.05.2024
1089911600,4. Daire,2023/11511,2024/2867,09.05.2024
1089911500,3. Daire,2023/9757,2024/2845,09.05.2024
1089911200,3. Daire,2023/4359,2024/2805,09.05.2024
1090348700,4. Daire,2023/11512,2024/2868,09.05.2024
1090562300,4. Daire,2023/11494,2024/2916,09.05.2024
1090695400,4. Daire,2023/11579,2024/2893,09.05.2024
1070297000,6. Daire,2023/424,2024/2826,08.05.2024
1070292000,6. Daire,2021/3426,2024/2832,08.05.2024
1070973400,3. Daire,2023/7888,2024/2729,08.05.2024
1070970900,3. Daire,2023/7324,2024/2728,08.05.2024
1072807900,6. Daire,2020/5505,2024/2809,08.05.2024
1076129000,7. Daire,2023/1283,2024/2392,08.05.2024
1075846500,7. Daire,2023/1314,2024/2393,08.05.2024
1076129300,7. Daire,2023/831,2024/2395,08.05.2024
1076129200,7. Daire,2023/1315,2024/2394,08.05.2024
1076618500,8. Daire,2019/6306,2024/2666,08.05.2024
1076956400,6. Daire,2023/2319,2024/2812,08.05.2024
1077129400,7. Daire,2022/2466,2024/2371,08.05.2024
1077918900,8. Daire,2021/2055,2024/2685,08.05.2024
1077918800,8. Daire,2021/5755,2024/2687,08.05.2024
1077918500,8. Daire,2021/2580,2024/2686,08.05.2024
1077918600,8. Daire,2021/2051,2024/2684,08.05.2024
1078061100,7. Daire,2023/1125,2024/2376,08.05.2024
1078060700,7. Daire,2023/1436,2024/2377,08.05.2024
1078061000,7. Daire,2023/2118,2024/2375,08.05.2024
1081060700,10. Daire,2023/4426,2024/1840,08.05.2024
1081547300,10. Daire,2020/162,2024/1843,08.05.2024
1081547400,10. Daire,2020/155,2024/1844,08.05.2024
1081756400,9. Daire,2023/5369,2024/2459,08.05.2024
1082155000,10. Daire,2024/701,2024/1855,08.05.2024
1086178500,3. Daire,2023/10836,2024/2758,08.05.2024
1086179200,3. Daire,2023/2727,2024/2730,08.05.2024
1086179300,3. Daire,2023/2726,2024/2731,08.05.2024
1086178800,3. Daire,2024/1889,2024/2775,08.05.2024
1086179100,3. Daire,2023/5263,2024/2782,08.05.2024
1086920700,2. Daire,2023/5247,2024/2769,08.05.2024
1086924600,2. Daire,2023/4953,2024/2771,08.05.2024
1086924800,2. Daire,2023/5267,2024/2779,08.05.2024
1086924900,2. Daire,2023/5214,2024/2773,08.05.2024
1086925000,2. Daire,2023/5189,2024/2780,08.05.2024
1086806600,12. Daire,2023/4651,2024/2278,08.05.2024
1086920800,2. Daire,2023/4972,2024/2772,08.05.2024
1086921500,2. Daire,2023/5296,2024/2786,08.05.2024
1086921200,2. Daire,2023/4952,2024/2770,08.05.2024
1086921300,2. Daire,2023/4930,2024/2783,08.05.2024
1086921100,2. Daire,2023/5150,2024/2778,08.05.2024
1086921400,2. Daire,2023/5207,2024/2781,08.05.2024
1087537400,2. Daire,2023/5202,2024/2768,08.05.2024
1087537800,2. Daire,2023/4951,2024/2756,08.05.2024
1087537600,2. Daire,2023/5210,2024/2760,08.05.2024
1087537700,2. Daire,2023/3943,2024/2751,08.05.2024
1082526400,10. Daire,2022/1785,2024/1848,08.05.2024
1083606200,9. Daire,2022/2880,2024/2467,08.05.2024
1083605600,9. Daire,2023/2245,2024/2484,08.05.2024
1083605700,9. Daire,2022/2879,2024/2468,08.05.2024
1085086800,2. Daire,2021/6852,2024/2785,08.05.2024
1085572900,2. Daire,2020/1384,2024/2794,08.05.2024
1085572400,2. Daire,2023/1941,2024/2793,08.05.2024
1085079500,9. Daire,2023/4627,2024/2510,08.05.2024
1085139400,2. Daire,2021/9227,2024/2784,08.05.2024
1085573800,2. Daire,2023/1310,2024/2795,08.05.2024
1085741000,2. Daire,2023/3924,2024/2782,08.05.2024
1085742800,2. Daire,2024/253,2024/2775,08.05.2024
1087700000,12. Daire,2021/8291,2024/2260,08.05.2024
1088030200,12. Daire,2021/6496,2024/2261,08.05.2024
1088030500,3. Daire,2023/6426,2024/2756,08.05.2024
1087941700,12. Daire,2022/652,2024/2259,08.05.2024
1087701000,2. Daire,2024/79,2024/2738,08.05.2024
1087697000,3. Daire,2023/3743,2024/2754,08.05.2024
1087696700,3. Daire,2023/4168,2024/2755,08.05.2024
1087844200,2. Daire,2024/11,2024/2709,08.05.2024
1087780300,3. Daire,2023/5058,2024/2793,08.05.2024
1088374900,12. Daire,2023/1784,2024/2283,08.05.2024
1088490600,3. Daire,2024/740,2024/2741,08.05.2024
1088575300,2. Daire,2023/5219,2024/2761,08.05.2024
1088490700,3. Daire,2024/742,2024/2742,08.05.2024
1089125800,12. Daire,2021/6095,2024/2262,08.05.2024
1089838100,2. Daire,2023/5079,2024/2766,08.05.2024
1089911100,3. Daire,2023/3826,2024/2789,08.05.2024
1091374200,3. Daire,2023/6597,2024/2772,08.05.2024
1070660600,4. Daire,2023/4701,2024/2804,07.05.2024
1070659800,4. Daire,2023/4632,2024/2806,07.05.2024
1070971800,3. Daire,2023/8784,2024/2722,07.05.2024
1070971300,3. Daire,2023/5575,2024/2698,07.05.2024
1070973200,3. Daire,2023/8088,2024/2674,07.05.2024
1070972600,3. Daire,2023/8783,2024/2721,07.05.2024
1070972800,3. Daire,2024/2285,2024/2712,07.05.2024
1070973800,3. Daire,2022/777,2024/2723,07.05.2024
1070974200,3. Daire,2023/6354,2024/2720,07.05.2024
1070973600,3. Daire,2023/6070,2024/2716,07.05.2024
1072103600,3. Daire,2023/7352,2024/2691,07.05.2024
1072104400,3. Daire,2021/2314,2024/2699,07.05.2024
1072104700,3. Daire,2022/1069,2024/2670,07.05.2024
1072104600,3. Daire,2022/1068,2024/2671,07.05.2024
1072102500,3. Daire,2023/4054,2024/2667,07.05.2024
1072111700,4. Daire,2023/4954,2024/2812,07.05.2024
1072111800,4. Daire,2023/9675,2024/2820,07.05.2024
1072517600,4. Daire,2023/4935,2024/2833,07.05.2024
1072518100,4. Daire,2023/6060,2024/2828,07.05.2024
1072311400,4. Daire,2023/6026,2024/2810,07.05.2024
1072312900,4. Daire,2023/13485,2024/2803,07.05.2024
1072517200,4. Daire,2023/4914,2024/2827,07.05.2024
1072520700,4. Daire,2023/11006,2024/2824,07.05.2024
1072870200,8. Daire,2020/1407,2024/2597,07.05.2024
1072880700,8. Daire,2021/2265,2024/2610,07.05.2024
1073023500,6. Daire,2024/3155,2024/2760,07.05.2024
1072870500,8. Daire,2020/2170,2024/2595,07.05.2024
1072518500,4. Daire,2023/6389,2024/2831,07.05.2024
1072880400,8. Daire,2021/1646,2024/2606,07.05.2024
1073039500,8. Daire,2022/3829,2024/2615,07.05.2024
1073276000,8. Daire,2023/6934,2024/2613,07.05.2024
1073276300,8. Daire,2023/6495,2024/2591,07.05.2024
1073275800,8. Daire,2023/2981,2024/2611,07.05.2024
1073280000,8. Daire,2024/1855,2024/2585,07.05.2024
1076129100,7. Daire,2022/92,2024/2305,07.05.2024
1076813400,7. Daire,2022/3063,2024/2301,07.05.2024
1076335600,7. Daire,2022/404,2024/2302,07.05.2024
1076335500,7. Daire,2022/150,2024/2300,07.05.2024
1077075600,7. Daire,2022/4718,2024/2320,07.05.2024
1077075800,7. Daire,2022/4624,2024/2319,07.05.2024
1076956300,6. Daire,2023/4294,2024/2712,07.05.2024
1077918400,8. Daire,2021/4493,2024/2605,07.05.2024
1078598000,8. Daire,2022/3804,2024/2644,07.05.2024
1078598100,8. Daire,2022/4741,2024/2635,07.05.2024
1078859500,8. Daire,2023/4527,2024/2631,07.05.2024
1081061200,10. Daire,2023/4402,2024/1831,07.05.2024
1081252600,9. Daire,2022/3521,2024/2410,07.05.2024
1081018300,10. Daire,2023/2693,2024/1825,07.05.2024
1081791800,9. Daire,2023/4620,2024/2408,07.05.2024
1086178400,3. Daire,2023/1814,2024/2709,07.05.2024
1086184500,12. Daire,2021/6117,2024/2201,07.05.2024
1087536400,12. Daire,2021/5967,2024/2195,07.05.2024
1083761400,12. Daire,2021/6086,2024/2196,07.05.2024
1084109700,2. Daire,2023/5116,2024/2666,07.05.2024
1084109600,2. Daire,2024/260,2024/2665,07.05.2024
1083755300,12. Daire,2021/6086,2024/2196,07.05.2024
1084013400,2. Daire,2023/5275,2024/2658,07.05.2024
1084013500,2. Daire,2023/6502,2024/2664,07.05.2024
1084195000,2. Daire,2023/5297,2024/2659,07.05.2024
1083603100,10. Daire,2022/2852,2024/1835,07.05.2024
1083603200,10. Daire,2023/4995,2024/1828,07.05.2024
1083603300,10. Daire,2022/1824,2024/1833,07.05.2024
1084355800,2. Daire,2023/3753,2024/2656,07.05.2024
1084355900,2. Daire,2023/5292,2024/2663,07.05.2024
1085247200,2. Daire,2022/1524,2024/2676,07.05.2024
1085573500,2. Daire,2023/475,2024/2670,07.05.2024
1088029500,12. Daire,2021/6127,2024/2198,07.05.2024
1088029700,12. Daire,2021/6092,2024/2200,07.05.2024
1087958100,12. Daire,2021/6091,2024/2205,07.05.2024
1088030400,12. Daire,2021/6143,2024/2199,07.05.2024
1088030000,12. Daire,2021/6108,2024/2208,07.05.2024
1087941800,12. Daire,2022/4301,2024/2193,07.05.2024
1088575200,2. Daire,2023/5286,2024/2694,07.05.2024
1088575100,2. Daire,2023/5208,2024/2692,07.05.2024
1088309200,12. Daire,2021/6155,2024/2203,07.05.2024
1088574600,2. Daire,2023/5222,2024/2682,07.05.2024
1088574900,2. Daire,2023/5052,2024/2686,07.05.2024
1088575000,2. Daire,2023/5269,2024/2685,07.05.2024
1088574800,2. Daire,2023/4943,2024/2695,07.05.2024
1088574700,2. Daire,2023/5063,2024/2687,07.05.2024
1088613900,2. Daire,2023/5220,2024/2693,07.05.2024
1088614100,2. Daire,2023/5314,2024/2683,07.05.2024
1088614000,2. Daire,2023/5315,2024/2684,07.05.2024
1089386600,12. Daire,2021/1728,2024/2216,07.05.2024
1070664500,4. Daire,2023/12496,2024/2795,06.05.2024
1070664600,4. Daire,2023/12937,2024/2800,06.05.2024
1071797800,3. Daire,2022/995,2024/2601,06.05.2024
1072103800,3. Daire,2023/6160,2024/2662,06.05.2024
1072104000,3. Daire,2023/10439,2024/2663,06.05.2024
1072111200,3. Daire,2023/3091,2024/2615,06.05.2024
1072111000,3. Daire,2022/4026,2024/2590,06.05.2024
1072111500,3. Daire,2023/2280,2024/2610,06.05.2024
1072111100,3. Daire,2023/7853,2024/2619,06.05.2024
1072111300,3. Daire,2022/373,2024/2588,06.05.2024
1072111600,3. Daire,2023/7267,2024/2591,06.05.2024
1072149300,İdare Dava Daireleri Kurulu,2024/443,2024/985,06.05.2024
1071802000,3. Daire,2023/3839,2024/2599,06.05.2024
1072102900,3. Daire,2023/4332,2024/2651,06.05.2024
1072103000,3. Daire,2023/7002,2024/2649,06.05.2024
1072102700,3. Daire,2023/10339,2024/2664,06.05.2024
1072143200,3. Daire,2023/10900,2024/2603,06.05.2024
1072143500,3. Daire,2023/4783,2024/2598,06.05.2024
1072143800,3. Daire,2023/4844,2024/2600,06.05.2024
1072305300,4. Daire,2023/5890,2024/2797,06.05.2024
1072307200,4. Daire,2023/12836,2024/2799,06.05.2024
1072307400,4. Daire,2023/13885,2024/2801,06.05.2024
1072310800,4. Daire,2023/5684,2024/2777,06.05.2024
1072305600,4. Daire,2023/5893,2024/2798,06.05.2024
1072311100,4. Daire,2023/5884,2024/2790,06.05.2024
1072311200,4. Daire,2023/5887,2024/2796,06.05.2024
1072311500,4. Daire,2023/6529,2024/2787,06.05.2024
1072313000,4. Daire,2024/611,2024/2802,06.05.2024
1073039600,6. Daire,2022/4004,2024/2683,06.05.2024
1073031000,6. Daire,2022/3690,2024/2684,06.05.2024
1076877300,7. Daire,2022/4095,2024/2249,06.05.2024
1076957000,İdare Dava Daireleri Kurulu,2023/2438,2024/987,06.05.2024
1081088200,10. Daire,2020/77,2024/1797,06.05.2024
1081018200,10. Daire,2020/1788,2024/1812,06.05.2024
1081060900,10. Daire,2020/860,2024/1807,06.05.2024
1081061100,10. Daire,2020/6433,2024/1804,06.05.2024
1081061000,10. Daire,2020/4540,2024/1819,06.05.2024
1081098000,10. Daire,2020/3958,2024/1791,06.05.2024
1082191200,10. Daire,2020/197,2024/1786,06.05.2024
1082170900,10. Daire,2020/197,2024/1786,06.05.2024
1086186100,2. Daire,2023/5640,2024/2636,06.05.2024
1086185900,2. Daire,2023/5251,2024/2632,06.05.2024
1086185800,2. Daire,2023/3957,2024/2640,06.05.2024
1086186000,2. Daire,2023/6747,2024/2643,06.05.2024
1086225800,13. Daire,2019/1475,2024/2016,06.05.2024
1087538800,2. Daire,2024/759,2024/2648,06.05.2024
1082541500,10. Daire,2023/6748,2024/1818,06.05.2024
1083761500,12. Daire,2022/4035,2024/2171,06.05.2024
1083755400,12. Daire,2022/4035,2024/2171,06.05.2024
1084013600,2. Daire,2023/3773,2024/2646,06.05.2024
1084013300,2. Daire,2023/5342,2024/2650,06.05.2024
1084210600,2. Daire,2023/3764,2024/2644,06.05.2024
1084223600,2. Daire,2023/3772,2024/2645,06.05.2024
1084435700,2. Daire,2023/5484,2024/2634,06.05.2024
1084435600,2. Daire,2023/5569,2024/2635,06.05.2024
1084435800,2. Daire,2023/5764,2024/2637,06.05.2024
1085572300,2. Daire,2023/5087,2024/2641,06.05.2024
1085572200,2. Daire,2023/5358,2024/2642,06.05.2024
1087778200,12. Daire,2022/849,2024/2174,06.05.2024
1089518000,2. Daire,2023/5144,2024/2624,06.05.2024
1089518100,2. Daire,2023/5145,2024/2625,06.05.2024
1089517900,2. Daire,2023/5103,2024/2623,06.05.2024
1089518200,2. Daire,2023/5215,2024/2626,06.05.2024
1089114600,12. Daire,2023/284,2024/2172,06.05.2024
1089518300,2. Daire,2023/5225,2024/2627,06.05.2024
1089518400,2. Daire,2023/5226,2024/2628,06.05.2024
1089519700,2. Daire,2023/5252,2024/2633,06.05.2024
1089519600,2. Daire,2023/5229,2024/2631,06.05.2024
1089519500,2. Daire,2023/5228,2024/2630,06.05.2024
1089519400,2. Daire,2023/5227,2024/2629,06.05.2024
1091202300,2. Daire,2023/3927,2024/2614,06.05.2024
1091202200,2. Daire,2023/3902,2024/2613,06.05.2024
1091275500,2. Daire,2023/4018,2024/2616,06.05.2024
1091275400,2. Daire,2023/4016,2024/2615,06.05.2024
1070984300,3. Daire,2023/7815,2024/2561,03.05.2024
1070984700,3. Daire,2023/7698,2024/2563,03.05.2024
1070984800,3. Daire,2023/7700,2024/2565,03.05.2024
1071036000,3. Daire,2022/1408,2024/2579,03.05.2024
1071038600,3. Daire,2022/2807,2024/2568,03.05.2024
1071036500,3. Daire,2023/4737,2024/2585,03.05.2024
1071036800,3. Daire,2023/4439,2024/2556,03.05.2024
1071796800,8. Daire,2019/9894,2024/2556,03.05.2024
1072142100,3. Daire,2023/4738,2024/2586,03.05.2024
1072141700,3. Daire,2024/177,2024/2587,03.05.2024
1072112400,8. Daire,2020/3038,2024/2552,03.05.2024
1072142900,3. Daire,2023/4740,2024/2584,03.05.2024
1072112800,8. Daire,2023/215,2024/2528,03.05.2024
1072112900,8. Daire,2020/237,2024/2549,03.05.2024
1072113200,8. Daire,2023/5161,2024/2526,03.05.2024
1072113000,8. Daire,2023/3292,2024/2527,03.05.2024
1072112600,8. Daire,2023/3742,2024/2541,03.05.2024
1071568500,8. Daire,2019/8236,2024/2553,03.05.2024
1071568800,8. Daire,2019/9621,2024/2555,03.05.2024
1071728200,8. Daire,2019/9890,2024/2554,03.05.2024
1072334700,8. Daire,2022/7874,2024/2576,03.05.2024
1072334900,8. Daire,2022/2767,2024/2564,03.05.2024
1072336300,8. Daire,2020/389,2024/2562,03.05.2024
1072335700,8. Daire,2023/162,2024/2563,03.05.2024
1073020200,8. Daire,2022/2831,2024/2525,03.05.2024
1073009300,8. Daire,2023/3669,2024/2524,03.05.2024
1073254300,3. Daire,2024/729,2024/2571,03.05.2024
1073256400,8. Daire,2023/2602,2024/2569,03.05.2024
1073279700,8. Daire,2024/1277,2024/2558,03.05.2024
1073279300,8. Daire,2024/2136,2024/2570,03.05.2024
1075829500,8. Daire,2022/6248,2024/2567,03.05.2024
1081248300,8. Daire,2022/2770,2024/2565,03.05.2024
1086503200,2. Daire,2023/3946,2024/2608,03.05.2024
1086503300,2. Daire,2023/5313,2024/2609,03.05.2024
1086503100,2. Daire,2023/3796,2024/2602,03.05.2024
1086502900,2. Daire,2023/3781,2024/2611,03.05.2024
1086503000,2. Daire,2023/5284,2024/2606,03.05.2024
1086503400,2. Daire,2023/5147,2024/2607,03.05.2024
1086920600,2. Daire,2023/5287,2024/2605,03.05.2024
1085246600,2. Daire,2022/1689,2024/2562,03.05.2024
1085573400,2. Daire,2022/3108,2024/2564,03.05.2024
1085573700,2. Daire,2022/3655,2024/2563,03.05.2024
1085740700,2. Daire,2023/3949,2024/2610,03.05.2024
1085740800,2. Daire,2023/3767,2024/2603,03.05.2024
1085740900,2. Daire,2023/3779,2024/2604,03.05.2024
1090005000,2. Daire,2023/3780,2024/2598,03.05.2024
1090005200,2. Daire,2023/3867,2024/2592,03.05.2024
1090005100,2. Daire,2023/3788,2024/2590,03.05.2024
1090005300,2. Daire,2023/3948,2024/2589,03.05.2024
1090353400,2. Daire,2022/3656,2024/2561,03.05.2024
1071397600,3. Daire,2023/3923,2024/2508,02.05.2024
1071581000,3. Daire,2023/8548,2024/2519,02.05.2024
1071582900,3. Daire,2023/9385,2024/2535,02.05.2024
1071585000,3. Daire,2024/389,2024/2534,02.05.2024
1072335600,8. Daire,2022/2143,2024/2498,02.05.2024
1072336400,8. Daire,2022/1640,2024/2494,02.05.2024
1072323000,8. Daire,2024/578,2024/2467,02.05.2024
1072588600,8. Daire,2022/2150,2024/2499,02.05.2024
1072675900,8. Daire,2023/5528,2024/2493,02.05.2024
1072811800,8. Daire,2021/8092,2024/2468,02.05.2024
1073019800,8. Daire,2023/5183,2024/2490,02.05.2024
1073020100,8. Daire,2022/2590,2024/2491,02.05.2024
1072862000,8. Daire,2020/2122,2024/2453,02.05.2024
1072861600,8. Daire,2019/6114,2024/2455,02.05.2024
1073008900,8. Daire,2022/3084,2024/2501,02.05.2024
1073038600,8. Daire,2022/1757,2024/2495,02.05.2024
1073039300,8. Daire,2022/3215,2024/2503,02.05.2024
1073038700,8. Daire,2022/1855,2024/2514,02.05.2024
1073021100,8. Daire,2022/3350,2024/2462,02.05.2024
1073275100,8. Daire,2024/313,2024/2480,02.05.2024
1077918700,8. Daire,2022/1832,2024/2496,02.05.2024
1078859400,8. Daire,2023/5706,2024/2485,02.05.2024
1080028000,10. Daire,2024/2258,2024/1744,02.05.2024
1080863600,8. Daire,2022/2999,2024/2500,02.05.2024
1080863800,8. Daire,2022/3127,2024/2502,02.05.2024
1081060800,10. Daire,2021/6661,2024/1772,02.05.2024
1082150900,10. Daire,2024/1524,2024/1732,02.05.2024
1082170800,10. Daire,2021/150,2024/1771,02.05.2024
1082168600,10. Daire,2023/6012,2024/1743,02.05.2024
1082191100,10. Daire,2021/150,2024/1771,02.05.2024
1080781900,8. Daire,2022/1927,2024/2497,02.05.2024
1080739200,8. Daire,2024/776,2024/2473,02.05.2024
1082503400,10. Daire,2021/7518,2024/1770,02.05.2024
1082503500,10. Daire,2020/3613,2024/1736,02.05.2024
1082503700,10. Daire,2020/6612,2024/1768,02.05.2024
1082588400,10. Daire,2023/2362,2024/1730,02.05.2024
1083183200,10. Daire,2020/2233,2024/1735,02.05.2024
1083183500,10. Daire,2024/1214,2024/1762,02.05.2024
1082900000,10. Daire,2024/2256,2024/1745,02.05.2024
1083163800,10. Daire,2020/3643,2024/1761,02.05.2024
1082792400,10. Daire,2024/2164,2024/1746,02.05.2024
1083162400,10. Daire,2020/3124,2024/1760,02.05.2024
1082694200,10. Daire,2023/5756,2024/1728,02.05.2024
1071582600,3. Daire,2023/8977,2024/2482,30.04.2024
1071585200,3. Daire,2024/822,2024/2488,30.04.2024
1071584700,3. Daire,2024/196,2024/2478,30.04.2024
1071396100,3. Daire,2023/2384,2024/2476,30.04.2024
1071613400,8. Daire,2021/5836,2024/2440,30.04.2024
1072318300,6. Daire,2023/6480,2024/2673,30.04.2024
1072318100,6. Daire,2023/6449,2024/2671,30.04.2024
1072318200,6. Daire,2023/6450,2024/2672,30.04.2024
1072536000,6. Daire,2022/9343,2024/2584,30.04.2024
1072668000,8. Daire,2020/3450,2024/2429,30.04.2024
1072322800,6. Daire,2023/8077,2024/2608,30.04.2024
1072300200,6. Daire,2023/6447,2024/2602,30.04.2024
1072301000,3. Daire,2023/10633,2024/2452,30.04.2024
1072588900,6. Daire,2022/9344,2024/2585,30.04.2024
1072295600,3. Daire,2022/876,2024/2470,30.04.2024
1072318800,6. Daire,2023/8078,2024/2609,30.04.2024
1072318900,6. Daire,2023/8079,2024/2610,30.04.2024
1072590400,6. Daire,2023/6265,2024/2674,30.04.2024
1072590700,6. Daire,2023/6591,2024/2599,30.04.2024
1072590500,6. Daire,2023/8073,2024/2604,30.04.2024
1072299800,3. Daire,2023/2502,2024/2474,30.04.2024
1072322700,6. Daire,2023/8076,2024/2607,30.04.2024
1072322500,6. Daire,2023/8074,2024/2605,30.04.2024
1072322600,6. Daire,2023/8075,2024/2606,30.04.2024
1072322400,6. Daire,2023/8072,2024/2603,30.04.2024
1072811400,8. Daire,2021/5033,2024/2446,30.04.2024
1072811700,8. Daire,2021/4332,2024/2438,30.04.2024
1072811500,8. Daire,2021/5454,2024/2422,30.04.2024
1072863000,8. Daire,2021/3060,2024/2417,30.04.2024
1072862600,8. Daire,2021/2536,2024/2401,30.04.2024
1072862500,8. Daire,2021/54,2024/2425,30.04.2024
1072862100,8. Daire,2020/6145,2024/2431,30.04.2024
1072862400,8. Daire,2021/45,2024/2405,30.04.2024
1072896100,6. Daire,2023/6556,2024/2601,30.04.2024
1073007300,8. Daire,2021/5107,2024/2402,30.04.2024
1073038800,8. Daire,2022/2319,2024/2394,30.04.2024
1073063500,6. Daire,2023/6555,2024/2600,30.04.2024
1073274800,8. Daire,2022/7552,2024/2416,30.04.2024
1073275300,8. Daire,2022/7847,2024/2398,30.04.2024
1076705200,7. Daire,2022/4801,2024/2202,30.04.2024
1076705600,7. Daire,2023/1198,2024/2207,30.04.2024
1076705400,7. Daire,2023/1200,2024/2209,30.04.2024
1076705700,7. Daire,2023/1197,2024/2206,30.04.2024
1076705500,7. Daire,2022/2207,2024/2203,30.04.2024
1076705800,7. Daire,2022/3694,2024/2204,30.04.2024
1076705300,7. Daire,2023/1199,2024/2208,30.04.2024
1076813300,7. Daire,2022/3502,2024/2230,30.04.2024
1076803200,7. Daire,2022/4795,2024/2205,30.04.2024
1076271900,7. Daire,2022/2003,2024/2215,30.04.2024
1076272000,7. Daire,2022/2206,2024/2214,30.04.2024
1076271800,7. Daire,2023/311,2024/2210,30.04.2024
1077075500,7. Daire,2022/4429,2024/2233,30.04.2024
1077076000,7. Daire,2022/4427,2024/2231,30.04.2024
1077075900,7. Daire,2022/4428,2024/2232,30.04.2024
1077129500,7. Daire,2023/319,2024/2213,30.04.2024
1079830900,7. Daire,2023/310,2024/2212,30.04.2024
1079830800,7. Daire,2023/190,2024/2211,30.04.2024
1080017700,10. Daire,2024/1426,2024/1694,30.04.2024
1080017400,10. Daire,2024/1424,2024/1693,30.04.2024
1080017500,10. Daire,2024/1416,2024/1692,30.04.2024
1080027600,10. Daire,2020/6868,2024/1699,30.04.2024
1080027700,10. Daire,2024/1432,2024/1696,30.04.2024
1080027800,10. Daire,2024/1495,2024/1697,30.04.2024
1081090000,7. Daire,2024/943,2024/2220,30.04.2024
1081281800,9. Daire,2023/3741,2024/2357,30.04.2024
1081981000,10. Daire,2020/2567,2024/1667,30.04.2024
1082151100,10. Daire,2024/1427,2024/1695,30.04.2024
1082151000,10. Daire,2024/1497,2024/1698,30.04.2024
1082592000,10. Daire,2024/1408,2024/1691,30.04.2024
1082591900,10. Daire,2024/1430,2024/1690,30.04.2024
1082594000,10. Daire,2024/754,2024/1702,30.04.2024
